ne payments
2. Try and book early slot - I was booked for 10-11am but even at 11.20am they were not done with half of 10-11am slot people.
3. Or may be come in the last slot post lunch to avoid the morning chaos. They do not close until last person for the day is vaccinated. "
5 stars,"Excellent facility for vaccination
- Very systematic and hassle-free.
- Spacious halls allow social distancing.
- Cooperative & proactive Staff.
- Wheelchair available (for those who need it).
- Accepts UPI/Card/Cash payments for vaccine.
- Ample parking space.
- Provide Vaccination certificate printouts.
- Overall good experience. "
5 stars,I feel very good service.and patient care.Thank you for all staffs and Doctors and hospital health care providers.for giving a dedicated care for us 
5 stars,"Well organized vaccination facility.

1. Please be there only 10 Minutes prior to your booked time slot.( I have seen 12:30 PM slot people at 08:30AM)
2. There is dedicated place for each time slot
3. Tokens are issued according to time slot only
4. Max 60 minutes required to take vaccine "
5 stars,"Got my first dose of vaccine on the 30th of May. The process was very smooth, had to wait for my token number for 2 hours. The administration has arranged a bus for dropping everyone to the hospital from the parking, a pretty huge waiting area outside with pretty good seating place, all the staff was very friendly. Overall a very good experience. "
5 stars,Vaccination center is very well managed & organized. All staff members are very supportive following social distance. Good arrangement at waiting area very much fast service of vaccination. If anyone facing the issue or any concerns please contact to Ms Vaishnavi & Dr. Datra madam. Both can help you immediately. 
5 stars,The services are amazing on the hospital and the staff is very nice peoples thanks for symbiosis 
1 star,"Just huge building and egoistic staff they think they giving treatment for free they can say anything, don't go If your going in opd they are not gonna give satisfying answers. "
5 stars,"Good hospitality services .
Doctor & staff very helpfull..
Food service is very nice.... "
5 stars,"Me and my husband was tested covid positive and we immediately got hospitalized at symbiosis hospital lavale. We.have completed our eight days today.
we must say that there is lot of care taken by the whole staff.
There is personal touch of all the doctors with each patient's.cleaniness is maintained up to the mark. Food is provided on time also food according to ur need is also made available after consulting  with dietician made available for all.All the nurses, PCA, junior staff all r cooperative and polite to talk.
We recovered so fast just because we never felt away from home.
It's a home away from home.
Thank you Symbiosis for caring for us so much. "
5 stars,Good mangement good staff very supportive nice hospital 
2 stars,"Massive Hospital like a 5 star hotel, but pathetic food, pathetic staff, pathetic nurses except for one or two Doctors are not experienced and visits are just once in a day that too attitude is like they are doing us a favour. No facility of normal needs of a patients  no fruits no coconut juice no auto no taxi for anything and everything you have to go to sus village three KM and you do not get any auto or taxi I would recommend NEVER to be admitted to this hospital "
1 star,"Government given land for hospital but ,symbiosis taking parking charges from patients. WHY? "
5 stars,"Nice experience at the Symbiosis Hospital Lavale for my 1st dose vaccination . Walk - Ins okay ( please call ahead before going and check exact hours ) . Saw the Symbiosis Hospital campus & medical college for the first time . Quite impressive setup.

Last Monday, I got the vaccination done in this hospital.The hospital staff is very cooperative at the vaccination center.If we need Aadhar card or PAN card at the vaccination center then we have to carry it along with us.
The cost of the vaccine is 780.Take 59 for pill medicine.

After taking the vaccine, they also give you a certificate and tell you all the details when you have to come next time?

UPI,Cash, google pay. Phone pay Can you deposit money on any of these?
After taking the vaccine, there is a rest for 20:25 minutes.

Vaccines are given in the shoulder, so it is better if you wear clothes that are loose fitting.

The vaccination time is from morning to evening. "
5 stars,"I been to this hospital for COVID vaccination of my parents. Hospital premise is very clean and desciplined. Staff is very supportive and prompt. Good facility and easy process of handling vaccination and registration, especially for senior citizens. Waiting room are clean and following all COVID norms of social distancing and sanitisation. Would recommend it to others for safe places to take vaccination in future. They have both vaccines in stock. "
5 stars,"26th May 2021, Covishield first dose vaccination experience:

I'd booked a 10am-11am slot for first dose of Covishield at this hospital. I reached at 9am, the centre was not crowded. They had made superb arrangements. The process was streamlined, and they had a good amount of staff available who would help you throughout the process. I had to fill a small form which took 5 minutes, and then waited about another 10 minutes till my token was called. Payment took another 5 minutes. I was able to get the vaccine within 20 minutes of arriving at the centre.

Be sure to wear a t-shirt, or something that can expose your sleeves easily. If you wear a shirt like me, you'll have to remove shirt to take vaccine.

Overall, it was a great experience and very well managed. I would advise to reach earlier if possible. "
5 stars,"I'm hospitalized for Covid treatment. I'm getting best treatment. Doctors team is continuously monitoring  and in touch with all the patients. Support staff is very courteous and cooperative. Food quality, Rooms, hygiene maintenance is just awesome. Location of hospital is in outskirts but pollution free which helps to get recover fast. I don't think, so called famous hospitals in Pune City would able to give such royal treatment in this pandemic situation. But SUHRC is doing more than best. Many thanks to SUHRC and team. "
5 stars,Went here for vaccination in May end. The place was very well managed. Refreshments were available for people. Adequate social distancing was maintained. Ample free parking space available in the campus. It took us about just an hour and half to compete the whole process. 
5 stars,The vaccination drive is very well coordinated. They have volunteers at every step to guide you through. Good and enough sitting arrangement for people. They keep announcing whatever is happening. They also ensure your time is not wasted! 
5 stars,We visited today Symbiosis Hospital for vaccination today.the process was very smooth and efficient. I was in and out in 2 hour (including the waiting time after taking the vaccine). The place was very hygienic and the staff was very friendly. It was very well organized! 
5 stars,It was really a best experience. Knowing it is a new establishment i too was a bit reluctant to go there. Bu
