ne here. The whole process was very well managed and the staff was very helpful. It was a great and extremely safe experience. 
1 star,Too much OPD charges very costly.How can get treatment for poor people. 
2 stars,Doctors are ok but Worst staff.. very unploite specially with senior citizen.  any many times it feels like cheated. Have multiple bad exp with this hospital but still have to come to this hospital in case of emergency as it is close to home.. 
5 stars,I have visited many vaccination center in pune for vaccination of my relatives. But this vaccination center is best among the others. They should now participate in mega vaccination drive. 
5 stars,"I visited Mai Mangeshkar Hospital for suspected
Neurological disorder on 25th March 2021
I was referred to Dr.Vishal Deshpande to examine me and study my earlier test   More"
1 star,"Worst hospital and management,  I was tested covid positive they make me sit and wait with other non covid patients. I just went to take the certificate for home quarantine. Visit this hospital at your own risk. "
4 stars,Well equipped hospital and good treatment. 
5 stars,It's amazing experience with Mai Hospital for vaccination..wel maintain cleaning.... N staff Wel good... 100%Out of 100% Mark for vaccination aarrengment 
1 star,I have admitted my child in this hospital... Very bad experience I have ....he has high fiver we asked many times to doctor that he had high fiver but no one cares about that because of that we have shifted my son to ICU in dinanath mageshkar hospital... Because of there mistake we safer a lot. 
1 star,"They were just looting ppl in the name of service
Doctors is equal to Kasaai that's all.   More"
2 stars,"For OPD you have to pay each Dr visiting fees separately or your patient has to wait till that Perticular dr date visit.
Dr opd time 10 to 1 pm but he is not available in hospital till 11am "
1 star,Don't go to emergency doctor ever. I had a little chest pain and an emergency doctor suggested me for ECG and tell me admit in ICU. He also said that if you don't listen then probably you die while going home. Gave me 5-6 medicines. I showed same ecg report to my family doctor from Nasik then he said it's just a matter of acidity. 
4 stars,The hospital is very clean and nice. The aisle is a bit narrow.. it become so difficult to move a stretcher in the aisle if someone is standing... 
1 star,"Wrong Blood Test Results, please dont believe in their pathology, don't know from which pathology they do the tests. We observed huge difference in TSH blood tests which caused us lot of medicine impacts, it was great that our   More"
5 stars,Very good experience no hustle at all. Vaccination process conducted smoothly following all the norms of Covid Pandemic 
5 stars,"Done vaccination dose 1 here and it was very smooth experience, very punctual and supporting staff. Overall excellent service.thanks. "
5 stars,Very clean and well managed hospital. The staff is very helpful and ensures best possible treatment with humane touch. 
5 stars,Amazing Experience with the Hospital Staff. Very Co-Operative & Good Vaccination drive they're operating. 
5 stars,"Got first dose of covishield vaccine in mai mangeshkar hospital, staff is very helpful & process is well organized. "
5 stars,"Very good Doctors, staff and services.All team is cooperating very well with patients and relatives.
Keep good work going. "
5 stars,"Got covishield vaccinated today!!! Dose 1 done!
The staff at was super friendly and helpful. "
5 stars,I got my 1st dose of vaccine from this hospital.It was a very quick process.....well organised everything. 
5 stars,"Excellent coordination between Doctors and staff
We have been properly guided by Dr. komal Mirlekar and Dr. Vishal Deshpande.. We are thankful for the doctor and Staff of Mai Mangeshkar "
1 star,Pathetic ! Cost is too high if compared to the service they provide. The IPD rooms are not clean. They charge you for many things in many ways. Please thoroughly check bill before you pay. 
5 stars,"Excellent service, almost all treatments available, sister branch of Dinanath Mangeshkar. Token system, credit and debit cards accepted. Nice, polite and honest staff. "
5 stars,Best Hospital and very very reasonable rate for common people.. 
5 stars,"Good doctors, good medical staff and good service. Satisfactory "
5 stars,"The hospital belongs to Mangeshkar family. This is not very hi FI hospital, but exceptional service they provide. I am very satisfied with doctors and support staff and recommend it to everyone... "
1 star,Doctors have no sense of time 
5 stars,Very efficient staff and smooth process of vaccination. Thank you for the amazing service. 
1 star,Worst experience ever with dr Rishikesh Joshi ..they just minting money and not checking the patient well for a severe problem of back and stomach ache my husband went and he prescribed anti acidity pill which my husband was already taking ..waste of money useless and hopeless doctor 
5 stars,I've visited this hospital many times. Staff is cooperative and treatment given by doctors worked well. 
4 stars,"Good hospital with friendly and decent staff. Doctors are experts and motivates petients wit positive communication.
Chargs are quite high but ok "
5 stars,Efficient management and proper instructions given during  vaccination today. Very impressed. 
1 star,"Very worst experience esp.sonography dept.
Who is not following proper queuing system.
The performance of this hospital is degrading day by day. "
5 stars,It was best vaccination experience... Excellent management and service!! Kiddos to team 
5 stars,"Took my first Covishield Vaccine, great staff and we'll organised. Hats off!! "
1 star,"Worst hospital, every employee is very slow in there own work and don't even have manners to talk patients, rather going to this hospital stay back at home. "
5 stars,Very nice and supportive peoples. Loved the process of patient management and service. 
5 stars,"Best hospital in Pune.hospital sttap is good...
Best Drs teem in hospital
Thanx Mai Mangeshkar hospital for best treatment for my brother (Amit V Dhawade)  "
1 star,"Unorganized flue OPD, no social distancing, no cooperation from staf, no set process for numbering "
4 stars,Co-operative staff and good doctors. 
5 stars,"Mai Mangeshkar hospital provided me  good service, I apriceate that "
5 stars,"The process was very smooth and managed, no rush at all. Paytm /card payment was permitted "
5 stars,Well organized and very professional staff. Smooth vaccine process. 
5 stars,"Took covid vaccination 1st dose here, very caring staff, good service "
5 stars,"Had my first dose of Covisheld, great staff, well maintained and friendly environment.
Thanks again. "
5 stars,Very good arrangements of vaccination at Mai Mangeshkar hospital 
5 stars,"Got vaccinated today!
The staff was super friendly and helpful!
#dose1doneright "
1 star,"Plz don't refer this hospital in any condition because 2 years ago my sister got her hand fracture in road accident and she need urgent operation but they kept us waiting till next morning for operation this is just Bullshits**, the doctor   More"
1 star,"Very worst experience ever, emergency department staff untrained. Beware they charge many hidden charges. Hospitals service like a clinic, they took 7 hrs for admission and 4 hrs for discharge.. "
4 stars,They have made vaccination drive process so easy and smooth. Keep it up.!! 
5 stars,"Excellent vaccination service, staff is very co-operative & helpful. "
5 stars,Very good experience. The whole process was done on 20 mins. The staff is very helpful and understanding 
2 stars,"Facilities are good, but the doctors need to follow the times, punctuality is big big concern within the hospital. "
5 stars,24 X 7 casulty for emergencies. Resonable and innovative treatment at affordable cost. 
5 stars,Smooth process. Followed all social distancing norms. Cooperative and helpful staff. 
5 stars,"Very smooth process for COVID Vaccination.
Arrangement was too good "
1 star,Poor hygiene. Very bad Doctors. 
5 stars,Very good vaccination centre. Very polite and helpful 
5 stars,Good hospital with nice facilities and great doctors. 
5 stars,Very safe place for vaccination with great service. 
3 stars,Average hospital. Beaware of getting cheated and over pricing. Think before getting admitted. 
5 stars,"Very smooth and coordinated Vaccination process.
Well done. "
5 stars,Vaccination drive was very well arranged. Thank you! 
5 stars,Scheduled vaccination for my brother very smooth process. 
5 stars,"Best facilities for vaccination, neet and clean environment "
4 stars,"Quick service with lot of compassion, care and love... "
1 star,Worst experience ever...They want only money..The staffs curious about the big money deposit and there pathetic unacceptable charges..There only motive that how to earn money from patient.... 
1 star,"Pure Business under name of Social Service

Making many with misuse of name and trust "
5 stars,Seamless process.. no crowding.. very polite volunteers 
1 star,Emergency services is bad 
5 stars,Proper hygienic and very goid service. Highly Recommended. 
5 stars,Very nice Hospital and doctors and nurses is very good service 
5 stars,"Very good, attentive and cooperative staff...fast and well managed service.. "
4 stars,Got my first covishield dose very smooth process 
5 stars,Very nice management..did not take much time & very polite & helpfull staff 
5 stars,Well organised.. good..qualified..supportive staff and excellent management 
5 stars,Everything was perfectly organised.. and it was completed in few minutes.. 
1 star,"Third class hospital
They didn't know that how to treat small baby
Plz don't go there "
5 stars,It was great experience. Staff was helpful and very supportive. 
1 star,"Pathetic service,twice I have experienced, both the time it was pathetic ,they don't care of patient life .. "
1 star,"Bakwas doc. I am asking him what may be the reason of my pain, his laughing and telling me to investigate my diseases... "
3 stars,Not that much good but better than government hospitals 
1 star,Very poor management and no professionalism to the employees! They charge very high amount and no service! Miss communication between receptionist and ward employees 
1 star,Doctor never comes on time always 1-1.5 hours late.. I was disappointed multiple times 
5 stars,Good experience and less crowded so safety is maintained! 
5 stars,Managed extremely well. Very smooth process! 
4 stars,People are very kind and helpful... 24*7 very helpful hospital 
5 stars,Smooth and easy process...very fast.thank you 
5 stars,The service was well organized; EXCELLENT in every respect! 
4 stars,"Many doctors, managed queue, waiting area for opd. "
1 star,Worst hospital ever.... Don't ever get admitted 
4 stars,"Hospital is open 24 hours, so very helpful for the people "
5 stars,"Proper instructions, quick assistance and clean environment. "
5 stars,Very nice support from Thakar mam 
3 stars,Clean and  good doctor helpful nature of people 
3 stars,"Poor and compact bed structure, cleanliness is required . "
1 star,"Bad experience, no proper guidance. "
1 star,Pathology department is very unprofessional and not at all cooperative 
5 stars,"Caring, well trained staff and excellent doctors "
5 stars,Vaccination went very smoothly. 
5 stars,Very quick and hygienic service. 
5 stars,"Supporting staff, good service. Thanks. "
4 stars,Good place for OPD. 
5 stars,Medical facilities are available 24 x 7 
5 stars,All doctors at one place check timetable 
5 stars,Good hospital nice staff friendly 
1 star,"Worst experience
Doctors and staff are unprofessional... "
4 stars,"Very good Experience, Good management. "
3 stars,Good 
5 stars,Nice 
1 star,Worst hospital ever 
5 stars,Very good hospitality and efficient staff 
1 star,Very expensive hospital not kind 
5 stars,Greetings on the hospital's 7th anniversary. 
5 stars,mlgh 
3 stars,Do not have much parking space 
5 stars,Good hospital 
4 stars,Nice experience hehe 
1 star,Very unprofessional hospital. 
5 stars,Nice hospital and Good Service 
3 stars,Good service at affordable rates. 
3 stars,good 
5 stars,Excellent and efficient process 
5 stars,Taken covid vaccination 
4 stars,Reasonable rate and good service 
1 star,expensive 
3 stars,Staff is good and very helpful. 
5 stars,Good and supportive staff 
5 stars,Good hospital 
5 stars,Nice food quality 
4 stars,Good hospital 
1 star,Most expensive ever. 
5 stars,Good hospital in warje 
5 stars,Nice experience..... 
4 stars,Affordable Treatment . 
3 stars,nice 
4 star, 
5 stars,Nice doctors team 
5 stars,Good service 
5 stars,All treatment.... 
4 stars,Awesome hospital 
1 star,Worst hospital 
5 stars,Good hospital 
4 stars,Hospital 
5 stars,Good hospitality 
4 stars,Nice hospital 
4 stars,coprative staff 
5 stars,Care and emergency 
1 star,Misdiagnose 
5 stars,Affordable 
1 star,"The hospital is basically a hospital that caters only to rich patients (whose pockets are full). If the poor try to get admitted in such a hospital, there is a high possibility that even a healthy poor patient will die of a heart attac   More"
1 star,Unprofessional staff and service. Increased test and facility imposes.. money market is introduced. Staff response is nil... wastes both time and money by replying in vain...... 
4 stars,"My wife admitted as a covid patient was sent from Pandharpur. Dravid madam cured with very good treatment and patience his favors will never match. Cleanliness, food, nursing staff was very good. A pleasant experience "
4 stars,Mai Mangeshkar... Hospital.... Warje A large hospital on Mumbai Bangalore Road doing all types of surgery... 24 hours service available. There is a wheelchair entra   More
5 stars,"Very good staff and provide service with reasonable rates.
Dr. Special thanks to Sangeeta Devlekar Madam. She is intelligent and expert in treating obstetri   More"
3 stars,Best hospital available in warje area.. 
5 stars,An OV song of mine on Mai Mangeshkar Hospital
Anubhav in my hospita   More"
1 star,"Now, although not for a long time in this medical field, our money is definitely spent here more than others. It is as if they are not patients but some thieves and robbers.. Anyway.. Maybe they have a naive idea that if they charge more money, their hospital is better.. "
5 stars,is convenien   More
4 stars,Good service plz visit warje Pune  
5 stars,None
3 stars,None
1 star,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
1 star,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
4 stars,None
4 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
1 star,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
1 star,None
1 star,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
1 star,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
2 stars,None
5 stars,None
5 stars,None
1 star,None
5 stars,None
5 stars,None
5 stars,None
1 star,None
5 stars,None
4 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
3 stars,None
4 stars,None
5 stars,None
3 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
3 stars,None
4 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
3 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
2 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
3 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
3 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
3 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
1 star,None
1 star,None
3 stars,None
5 stars,None
5 stars,None
3 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
4 stars,None
1 star,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
1 star,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
